"Step","resnet-4 - val_loss","resnet-4 - val_loss__MIN","resnet-4 - val_loss__MAX","resnet-3 - val_loss","resnet-3 - val_loss__MIN","resnet-3 - val_loss__MAX","resnet-2 - val_loss","resnet-2 - val_loss__MIN","resnet-2 - val_loss__MAX","resnet-1 - val_loss","resnet-1 - val_loss__MIN","resnet-1 - val_loss__MAX","resnet-0 - val_loss","resnet-0 - val_loss__MIN","resnet-0 - val_loss__MAX","cnn2-4 - val_loss","cnn2-4 - val_loss__MIN","cnn2-4 - val_loss__MAX","cnn2-3 - val_loss","cnn2-3 - val_loss__MIN","cnn2-3 - val_loss__MAX","cnn2-2 - val_loss","cnn2-2 - val_loss__MIN","cnn2-2 - val_loss__MAX","cnn2-1 - val_loss","cnn2-1 - val_loss__MIN","cnn2-1 - val_loss__MAX","cnn2-0 - val_loss","cnn2-0 - val_loss__MIN","cnn2-0 - val_loss__MAX"
"0","9.126893043518066","9.126893043518066","9.126893043518066","9.00860595703125","9.00860595703125","9.00860595703125","9.234343528747559","9.234343528747559","9.234343528747559","9.382569313049316","9.382569313049316","9.382569313049316","9.309964179992676","9.309964179992676","9.309964179992676","0.37264853715896606","0.37264853715896606","0.37264853715896606","0.40751850605010986","0.40751850605010986","0.40751850605010986","0.35507437586784363","0.35507437586784363","0.35507437586784363","0.36606717109680176","0.36606717109680176","0.36606717109680176","0.36195769906044006","0.36195769906044006","0.36195769906044006"
"1","43.95427322387695","43.95427322387695","43.95427322387695","24.81346321105957","24.81346321105957","24.81346321105957","36.58008575439453","36.58008575439453","36.58008575439453","35.62763595581055","35.62763595581055","35.62763595581055","45.82952117919922","45.82952117919922","45.82952117919922","0.22988566756248474","0.22988566756248474","0.22988566756248474","0.22067473828792572","0.22067473828792572","0.22067473828792572","0.17637361586093903","0.17637361586093903","0.17637361586093903","0.2216373085975647","0.2216373085975647","0.2216373085975647","0.22088700532913208","0.22088700532913208","0.22088700532913208"
"2","44.97256088256836","44.97256088256836","44.97256088256836","22.882156372070312","22.882156372070312","22.882156372070312","38.718994140625","38.718994140625","38.718994140625","34.4058837890625","34.4058837890625","34.4058837890625","50.25236892700195","50.25236892700195","50.25236892700195","0.17223142087459564","0.17223142087459564","0.17223142087459564","0.15664377808570862","0.15664377808570862","0.15664377808570862","0.09495141357183456","0.09495141357183456","0.09495141357183456","0.17709089815616608","0.17709089815616608","0.17709089815616608","0.18288397789001465","0.18288397789001465","0.18288397789001465"
"3","25.993867874145508","25.993867874145508","25.993867874145508","20.364046096801758","20.364046096801758","20.364046096801758","25.15542221069336","25.15542221069336","25.15542221069336","27.116535186767578","27.116535186767578","27.116535186767578","42.19570541381836","42.19570541381836","42.19570541381836","0.1291826367378235","0.1291826367378235","0.1291826367378235","0.16585767269134521","0.16585767269134521","0.16585767269134521","0.06804966926574707","0.06804966926574707","0.06804966926574707","0.1371760368347168","0.1371760368347168","0.1371760368347168","0.14017128944396973","0.14017128944396973","0.14017128944396973"
"4","0.019732913002371788","0.019732913002371788","0.019732913002371788","2.47182559967041","2.47182559967041","2.47182559967041","0.014407533220946789","0.014407533220946789","0.014407533220946789","0.016021814197301865","0.016021814197301865","0.016021814197301865","0.039676565676927567","0.039676565676927567","0.039676565676927567","0.12434335052967072","0.12434335052967072","0.12434335052967072","0.12148087471723557","0.12148087471723557","0.12148087471723557","0.06396664679050446","0.06396664679050446","0.06396664679050446","0.12795433402061462","0.12795433402061462","0.12795433402061462","0.08939801156520844","0.08939801156520844","0.08939801156520844"
"5","0.017208389937877655","0.017208389937877655","0.017208389937877655","14.786314010620117","14.786314010620117","14.786314010620117","0.014071187935769558","0.014071187935769558","0.014071187935769558","0.023750213906168938","0.023750213906168938","0.023750213906168938","11.802611351013184","11.802611351013184","11.802611351013184","0.09417802840471268","0.09417802840471268","0.09417802840471268","0.10772240161895752","0.10772240161895752","0.10772240161895752","0.056108154356479645","0.056108154356479645","0.056108154356479645","0.09635861217975616","0.09635861217975616","0.09635861217975616","0.10097285360097885","0.10097285360097885","0.10097285360097885"
"6","0.012555673718452454","0.012555673718452454","0.012555673718452454","18.673219680786133","18.673219680786133","18.673219680786133","22.552406311035156","22.552406311035156","22.552406311035156","0.022341597825288773","0.022341597825288773","0.022341597825288773","17.775283813476562","17.775283813476562","17.775283813476562","0.09036245942115784","0.09036245942115784","0.09036245942115784","0.08852513134479523","0.08852513134479523","0.08852513134479523","0.05247148871421814","0.05247148871421814","0.05247148871421814","0.09894213825464249","0.09894213825464249","0.09894213825464249","0.10393260419368744","0.10393260419368744","0.10393260419368744"
"7","0.022059138864278793","0.022059138864278793","0.022059138864278793","20.723093032836914","20.723093032836914","20.723093032836914","24.587026596069336","24.587026596069336","24.587026596069336","3.1498355865478516","3.1498355865478516","3.1498355865478516","20.969696044921875","20.969696044921875","20.969696044921875","0.08599565178155899","0.08599565178155899","0.08599565178155899","0.08744626492261887","0.08744626492261887","0.08744626492261887","0.06078651547431946","0.06078651547431946","0.06078651547431946","0.07712504267692566","0.07712504267692566","0.07712504267692566","0.08738098293542862","0.08738098293542862","0.08738098293542862"
"8","0.02109581232070923","0.02109581232070923","0.02109581232070923","0.012413342483341694","0.012413342483341694","0.012413342483341694","32.69780731201172","32.69780731201172","32.69780731201172","31.451025009155273","31.451025009155273","31.451025009155273","21.231054306030273","21.231054306030273","21.231054306030273","0.10297176241874695","0.10297176241874695","0.10297176241874695","0.0804915800690651","0.0804915800690651","0.0804915800690651","0.053458984941244125","0.053458984941244125","0.053458984941244125","0.07958777993917465","0.07958777993917465","0.07958777993917465","0.08080736547708511","0.08080736547708511","0.08080736547708511"
"9","0.02285279519855976","0.02285279519855976","0.02285279519855976","24.238161087036133","24.238161087036133","24.238161087036133","4.851937294006348","4.851937294006348","4.851937294006348","0.015398040413856506","0.015398040413856506","0.015398040413856506","42.3719367980957","42.3719367980957","42.3719367980957","0.07434871792793274","0.07434871792793274","0.07434871792793274","0.07718708366155624","0.07718708366155624","0.07718708366155624","0.049699656665325165","0.049699656665325165","0.049699656665325165","0.0789785236120224","0.0789785236120224","0.0789785236120224","0.08047812432050705","0.08047812432050705","0.08047812432050705"
"10","0.019584549590945244","0.019584549590945244","0.019584549590945244","0.01875372976064682","0.01875372976064682","0.01875372976064682","44.736507415771484","44.736507415771484","44.736507415771484","26.98206901550293","26.98206901550293","26.98206901550293","0.016721364110708237","0.016721364110708237","0.016721364110708237","0.07479559630155563","0.07479559630155563","0.07479559630155563","0.08370878547430038","0.08370878547430038","0.08370878547430038","0.06717661023139954","0.06717661023139954","0.06717661023139954","0.07551177591085434","0.07551177591085434","0.07551177591085434","0.07577086240053177","0.07577086240053177","0.07577086240053177"
"11","0.021601706743240356","0.021601706743240356","0.021601706743240356","30.588809967041016","30.588809967041016","30.588809967041016","32.489803314208984","32.489803314208984","32.489803314208984","0.015164733864367008","0.015164733864367008","0.015164733864367008","40.553306579589844","40.553306579589844","40.553306579589844","0.06753881275653839","0.06753881275653839","0.06753881275653839","0.06892015039920807","0.06892015039920807","0.06892015039920807","0.04967901110649109","0.04967901110649109","0.04967901110649109","0.059826306998729706","0.059826306998729706","0.059826306998729706","0.05985184386372566","0.05985184386372566","0.05985184386372566"
